common_value,signal,dropout_price,optimal_dropout,eps,N,experience,source
189.6878901098265,193.19948441814145,198.09148726896711,193.19948441814145,12,4,pooled,levin_kagel_richard_1996
119.93950322780336,130.30277182134873,136.53303576744665,130.30277182134873,12,4,pooled,levin_kagel_richard_1996
176.34486168640098,170.48451130975133,170.89424653530907,170.48451130975133,12,4,pooled,levin_kagel_richard_1996
199.79441406386687,210.85500251269843,216.77444497358331,210.85500251269843,12,4,pooled,levin_kagel_richard_1996
100.16527562595797,106.05926157074848,107.14925049974225,106.05926157074848,12,4,pooled,levin_kagel_richard_1996
65.2972047084832,72.66912163359049,76.0827041673215,72.66912163359049,12,4,pooled,levin_kagel_richard_1996
91.90501348162996,85.8524733090618,79.66922458345402,85.8524733090618,12,4,pooled,levin_kagel_richard_1996
154.0689361447728,151.64518627810673,153.59430071013736,151.64518627810673,12,4,pooled,levin_kagel_richard_1996
115.91699933245032,113.23080174001653,108.23696577974113,113.23080174001653,12,4,pooled,levin_kagel_richard_1996
169.84075509035424,159.25482359292016,157.5843180748847,159.25482359292016,12,4,pooled,levin_kagel_richard_1996
60.90101834764579,54.35484537091728,46.32131398500938,54.35484537091728,12,4,pooled,levin_kagel_richard_1996
96.84916265513057,106.88012296341248,114.97052993704197,106.88012296341248,12,4,pooled,levin_kagel_richard_1996
53.216370126902305,56.15457051049137,59.339457099084,56.15457051049137,12,4,pooled,levin_kagel_richard_1996
148.19557002840105,145.15798398852402,150.8792875275783,145.15798398852402,12,4,pooled,levin_kagel_richard_1996
246.38571558296843,240.3781315758223,239.94931590260578,240.3781315758223,12,4,pooled,levin_kagel_richard_1996
160.5450919901756,154.35110432251273,152.20258816245004,154.35110432251273,12,4,pooled,levin_kagel_richard_1996
218.76274598602973,221.16674554295707,228.79910127742022,221.16674554295707,12,4,pooled,levin_kagel_richard_1996
175.4919526648637,179.28538237018722,195.23489431746455,179.28538237018722,12,4,pooled,levin_kagel_richard_1996
157.17616545047065,164.54860404563107,153.9610335666214,164.54860404563107,12,4,pooled,levin_kagel_richard_1996
231.67829097336295,231.8713263597645,226.6455380932229,231.8713263597645,12,4,pooled,levin_kagel_richard_1996
78.60878245118816,72.93641111015533,75.60705520335343,72.93641111015533,12,4,pooled,levin_kagel_richard_1996
128.57907551341563,131.95256338670671,125.14255578452757,131.95256338670671,12,4,pooled,levin_kagel_richard_1996
81.4386667980527,80.69515986655118,72.83945133040811,80.69515986655118,12,4,pooled,levin_kagel_richard_1996
226.68752392888015,222.04944594282819,221.2491501035018,222.04944594282819,12,4,pooled,levin_kagel_richard_1996
156.2250911417567,158.1883135196322,155.29128286247268,158.1883135196322,12,4,pooled,levin_kagel_richard_1996
72.71735163903041,83.13409136653101,71.56623872303288,83.13409136653101,12,4,pooled,levin_kagel_richard_1996
117.67078074670756,116.28758842556287,114.91276472165848,116.28758842556287,12,4,pooled,levin_kagel_richard_1996
165.43141979301384,170.22054912860847,169.14440398685701,170.22054912860847,12,4,pooled,levin_kagel_richard_1996
221.694248736261,225.0444686128624,222.96229268966846,225.0444686128624,12,4,pooled,levin_kagel_richard_1996
100.81759460449163,100.71627318209394,97.30937885614013,100.71627318209394,12,4,pooled,levin_kagel_richard_1996
220.37038118653496,221.07291867356977,221.64696666721827,221.07291867356977,12,4,pooled,levin_kagel_richard_1996
224.4647444537644,232.39448502468335,239.61379840393744,232.39448502468335,12,4,pooled,levin_kagel_richard_1996
56.106886774204035,54.00541594959497,52.60746325396858,54.00541594959497,12,4,pooled,levin_kagel_richard_1996
112.79915510034704,110.56763905614012,111.48259543204152,110.56763905614012,12,4,pooled,levin_kagel_richard_1996
167.87739085922524,176.105162810584,174.72778165815595,176.105162810584,12,4,pooled,levin_kagel_richard_1996
185.8538076523888,181.30587441976036,181.51485570790587,181.30587441976036,12,4,pooled,levin_kagel_richard_1996
55.31601914456397,63.372618632600066,65.45081742310552,63.372618632600066,12,4,pooled,levin_kagel_richard_1996
109.04460218385204,111.54051483261605,118.23038264371775,111.54051483261605,12,4,pooled,levin_kagel_richard_1996
124.29742401050167,115.4355059098254,111.95405270753889,115.4355059098254,12,4,pooled,levin_kagel_richard_1996
160.23462832104093,152.8438542446948,143.7547779759838,152.8438542446948,12,4,pooled,levin_kagel_richard_1996
226.30454937606277,235.9332617477053,241.48326363681454,235.9332617477053,12,4,pooled,levin_kagel_richard_1996
145.3762301971716,156.79725323761892,153.71505521537725,156.79725323761892,12,4,pooled,levin_kagel_richard_1996
208.13991494720156,200.39908043417284,196.6456703762103,200.39908043417284,12,4,pooled,levin_kagel_richard_1996
211.43148222875632,203.2314236825539,206.27315491470085,203.2314236825539,12,4,pooled,levin_kagel_richard_1996
166.61819169219063,169.73221961700818,177.79629107240794,169.73221961700818,12,4,pooled,levin_kagel_richard_1996
184.069056714147,187.86880782536747,191.33192112385376,187.86880782536747,12,4,pooled,levin_kagel_richard_1996
168.7497494271892,171.09140409604012,156.1483564878517,171.09140409604012,12,4,pooled,levin_kagel_richard_1996
216.22936182591613,205.83466040639874,195.00458891893197,205.83466040639874,12,4,pooled,levin_kagel_richard_1996
96.18215908354937,84.96812206341693,75.01948267096574,84.96812206341693,12,4,pooled,levin_kagel_richard_1996
119.45656461116536,107.51720513042797,109.76792139499499,107.51720513042797,12,4,pooled,levin_kagel_richard_1996
65.2207720392841,56.2459417499459,66.0462096533163,56.2459417499459,12,4,pooled,levin_kagel_richard_1996
196.73341519905816,207.8062704473985,209.98072003977137,207.8062704473985,12,4,pooled,levin_kagel_richard_1996
149.18113640864965,153.3938111322929,152.18326597690665,153.3938111322929,12,4,pooled,levin_kagel_richard_1996
58.75795110196245,58.533320429444146,53.763540143359066,58.533320429444146,12,4,pooled,levin_kagel_richard_1996
63.496770612408056,61.48475303573416,69.46173706966778,61.48475303573416,12,4,pooled,levin_kagel_richard_1996
168.5562890455169,180.10240873985893,176.65798678362964,180.10240873985893,12,4,pooled,levin_kagel_richard_1996
229.17001259206347,235.55516996485522,240.36897277405615,235.55516996485522,12,4,pooled,levin_kagel_richard_1996
121.40458875076038,131.11298772688463,122.2574418215199,131.11298772688463,12,4,pooled,levin_kagel_richard_1996
57.162169863171954,47.935625429569725,48.79212417482927,47.935625429569725,12,4,pooled,levin_kagel_richard_1996
71.05464030120956,62.476091412078645,50.839209818644434,62.476091412078645,12,4,pooled,levin_kagel_richard_1996
86.13852644009094,78.96700267595257,73.00833897174856,78.96700267595257,12,4,pooled,levin_kagel_richard_1996
169.3558787033473,158.48098530453146,157.2944700654103,158.48098530453146,12,4,pooled,levin_kagel_richard_1996
50.656833403778464,51.78922369875022,39.866487958756196,51.78922369875022,12,4,pooled,levin_kagel_richard_1996
71.06166857918606,67.28864947927612,58.0505169332966,67.28864947927612,12,4,pooled,levin_kagel_richard_1996
84.14897121838592,75.59347623117135,74.26911940699488,75.59347623117135,12,4,pooled,levin_kagel_richard_1996
127.28697637710702,133.0518843911069,133.16705468647802,133.0518843911069,12,4,pooled,levin_kagel_richard_1996
133.99289214848298,144.96861246152156,140.83640926239235,144.96861246152156,12,4,pooled,levin_kagel_richard_1996
66.70519453364885,69.01110427652667,75.33314867468093,69.01110427652667,12,4,pooled,levin_kagel_richard_1996
162.67495919689966,163.25244306922255,160.141695641743,163.25244306922255,12,4,pooled,levin_kagel_richard_1996
212.34440701090904,214.9341817882877,219.5028814639332,214.9341817882877,12,4,pooled,levin_kagel_richard_1996
151.3842447358683,150.2858762875031,157.00679183463745,150.2858762875031,12,4,pooled,levin_kagel_richard_1996
247.73153937819234,258.71944095276996,252.9123352269989,258.71944095276996,12,4,pooled,levin_kagel_richard_1996
125.17795883960365,118.08144940033694,123.88460725291046,118.08144940033694,12,4,pooled,levin_kagel_richard_1996
195.9214381572071,202.6747114801486,204.7327565531452,202.6747114801486,12,4,pooled,levin_kagel_richard_1996
92.94474435431613,87.17619069096115,83.91544218036051,87.17619069096115,12,4,pooled,levin_kagel_richard_1996
63.63281007953299,70.63188858736393,75.94641535945047,70.63188858736393,12,4,pooled,levin_kagel_richard_1996
75.5505972173342,65.93916172606845,66.50103431877157,65.93916172606845,12,4,pooled,levin_kagel_richard_1996
104.68261657301753,93.20262511539069,95.42598502180927,93.20262511539069,12,4,pooled,levin_kagel_richard_1996
53.66341650704538,54.410526610835106,49.91466516838127,54.410526610835106,12,4,pooled,levin_kagel_richard_1996
63.4500406288447,64.2605972250939,56.35708256812446,64.2605972250939,12,4,pooled,levin_kagel_richard_1996
159.18639795308897,157.24940262619756,145.54584820230406,157.24940262619756,12,4,pooled,levin_kagel_richard_1996
158.40599675988247,151.9749762586101,148.6210133913549,151.9749762586101,12,4,pooled,levin_kagel_richard_1996
83.16309190177799,89.56602159152871,94.41902975349339,89.56602159152871,12,4,pooled,levin_kagel_richard_1996
144.71686625857217,141.95518414083946,145.50375338616067,141.95518414083946,12,4,pooled,levin_kagel_richard_1996
206.96455227399437,198.35156383729282,187.53346969794904,198.35156383729282,12,4,pooled,levin_kagel_richard_1996
107.10312684720546,110.71011248172246,114.08838146388132,110.71011248172246,12,4,pooled,levin_kagel_richard_1996
68.12555570555116,58.880153315719355,63.127507617222356,58.880153315719355,12,4,pooled,levin_kagel_richard_1996
196.30500802323118,201.85837946000115,212.19596932398508,201.85837946000115,12,4,pooled,levin_kagel_richard_1996
191.53648712775248,183.22647652359527,179.90263608298724,183.22647652359527,12,4,pooled,levin_kagel_richard_1996
138.6429147820957,132.6973912574141,140.0971386628567,132.6973912574141,12,4,pooled,levin_kagel_richard_1996
55.330447193183986,66.60335344274205,70.80596027948889,66.60335344274205,12,4,pooled,levin_kagel_richard_1996
216.2547679461327,226.16271695736486,229.5044003985211,226.16271695736486,12,4,pooled,levin_kagel_richard_1996
52.45687945678688,42.891911758575304,46.7977152365858,42.891911758575304,12,4,pooled,levin_kagel_richard_1996
111.88641109578882,110.56320434859667,100.73748412143627,110.56320434859667,12,4,pooled,levin_kagel_richard_1996
57.423341081693245,63.489103089381786,69.42464681653934,63.489103089381786,12,4,pooled,levin_kagel_richard_1996
234.5930090502245,225.3731118444628,223.2947355437818,225.3731118444628,12,4,pooled,levin_kagel_richard_1996
150.82728705776773,144.28892056229438,156.04376773458833,144.28892056229438,12,4,pooled,levin_kagel_richard_1996
73.07565000465391,74.73005744789695,86.62206453906539,74.73005744789695,12,4,pooled,levin_kagel_richard_1996
124.13428158164292,127.92689631459965,128.45068115262313,127.92689631459965,12,4,pooled,levin_kagel_richard_1996
220.2181186830914,225.6352283168904,221.03505179343165,225.6352283168904,12,4,pooled,levin_kagel_richard_1996
237.71100995525774,249.35998133531345,251.4092560935496,249.35998133531345,12,4,pooled,levin_kagel_richard_1996
248.76980879378885,238.8955429990928,239.1048067032846,238.8955429990928,12,4,pooled,levin_kagel_richard_1996
227.8236336510177,239.23872251979463,230.5335157303795,239.23872251979463,12,4,pooled,levin_kagel_richard_1996
103.26516416726898,101.78003488304125,98.31164139035207,101.78003488304125,12,4,pooled,levin_kagel_richard_1996
138.69988442045246,136.9194712152912,134.63305493408413,136.9194712152912,12,4,pooled,levin_kagel_richard_1996
165.01423306332117,154.50797031340784,166.45072671871455,154.50797031340784,12,4,pooled,levin_kagel_richard_1996
205.78686566149167,208.78014681950467,214.78764404772474,208.78014681950467,12,4,pooled,levin_kagel_richard_1996
98.2717312804315,98.4307566711487,103.04978925059359,98.4307566711487,12,4,pooled,levin_kagel_richard_1996
220.23473564245083,209.91665430360155,204.11322174651448,209.91665430360155,12,4,pooled,levin_kagel_richard_1996
152.62474409928893,141.02934707401926,149.75432112371283,141.02934707401926,12,4,pooled,levin_kagel_richard_1996
170.64374311240203,165.4929218164836,160.24031880015875,165.4929218164836,12,4,pooled,levin_kagel_richard_1996
167.69976648782512,160.08853112953005,162.72905486019613,160.08853112953005,12,4,pooled,levin_kagel_richard_1996
143.62224296575033,139.4410403476398,139.9153617724335,139.4410403476398,12,4,pooled,levin_kagel_richard_1996
115.11358124165451,121.67449870295904,128.28978648565143,121.67449870295904,12,4,pooled,levin_kagel_richard_1996
212.58185954942817,202.13833947804454,200.1036247757237,202.13833947804454,12,4,pooled,levin_kagel_richard_1996
104.4929224957657,97.94084358894028,101.19433349666501,97.94084358894028,12,4,pooled,levin_kagel_richard_1996
142.25340725252767,153.31742089709067,144.2971039496828,153.31742089709067,12,4,pooled,levin_kagel_richard_1996
238.7285706356207,229.4846318315125,224.6620948413398,229.4846318315125,12,4,pooled,levin_kagel_richard_1996
128.1648584794737,125.1530373931077,130.39944388343085,125.1530373931077,12,4,pooled,levin_kagel_richard_1996
110.67735490788971,115.25472100711517,109.17546436427631,115.25472100711517,12,4,pooled,levin_kagel_richard_1996
115.61586756472258,108.69216200453278,101.0392543332764,108.69216200453278,12,4,pooled,levin_kagel_richard_1996
76.90102782028201,74.19476608626444,72.22691207857626,74.19476608626444,12,4,pooled,levin_kagel_richard_1996
125.63890329312721,131.5662349252025,136.95030628988323,131.5662349252025,12,4,pooled,levin_kagel_richard_1996
56.84767717006392,64.97665345187762,62.07319698898559,64.97665345187762,12,4,pooled,levin_kagel_richard_1996
202.3397327106392,213.54746895687944,210.16847662444644,213.54746895687944,12,4,pooled,levin_kagel_richard_1996
213.2568391504608,220.66270981612806,223.8614021725349,220.66270981612806,12,4,pooled,levin_kagel_richard_1996
208.44538182957228,212.1444200844879,219.4304670107589,212.1444200844879,12,4,pooled,levin_kagel_richard_1996
205.40552369251287,200.84692960036796,203.75654643884187,200.84692960036796,12,4,pooled,levin_kagel_richard_1996
239.5707424913911,234.29797720511348,228.79085716246172,234.29797720511348,12,4,pooled,levin_kagel_richard_1996
149.42464319811089,150.8497026375856,154.30050105239636,150.8497026375856,12,4,pooled,levin_kagel_richard_1996
149.24520296060575,147.15974737371798,150.3636404333036,147.15974737371798,12,4,pooled,levin_kagel_richard_1996
145.67960197810268,157.05426589336193,160.34489266808043,157.05426589336193,12,4,pooled,levin_kagel_richard_1996
218.59094059257012,206.95333411302497,199.3936551103276,206.95333411302497,12,4,pooled,levin_kagel_richard_1996
92.79826207235651,81.40942703194418,86.04029669792033,81.40942703194418,12,4,pooled,levin_kagel_richard_1996
57.48130350839726,50.62915788012299,47.51078030455707,50.62915788012299,12,4,pooled,levin_kagel_richard_1996
79.42101776923529,87.73890697531952,97.37617953359894,87.73890697531952,12,4,pooled,levin_kagel_richard_1996
84.34529125412789,93.20051876359899,89.0358866368662,93.20051876359899,12,4,pooled,levin_kagel_richard_1996
162.44493506192464,168.28547300105646,167.1977001636326,168.28547300105646,12,4,pooled,levin_kagel_richard_1996
87.94481092853061,92.53790328092813,91.86212942739377,92.53790328092813,12,4,pooled,levin_kagel_richard_1996
65.45461629774196,74.94117967258885,90.55052627228321,74.94117967258885,12,4,pooled,levin_kagel_richard_1996
237.81247735589307,239.86979519597858,251.9771377149208,239.86979519597858,12,4,pooled,levin_kagel_richard_1996
68.73233256327865,73.82687301783866,82.59359924255405,73.82687301783866,12,4,pooled,levin_kagel_richard_1996
201.7623523245856,206.3321106679947,198.59359337874696,206.3321106679947,12,4,pooled,levin_kagel_richard_1996
192.81558951162535,198.52802267582538,202.79819269118283,198.52802267582538,12,4,pooled,levin_kagel_richard_1996
64.39177402903546,72.78646129424934,73.54042906974117,72.78646129424934,12,4,pooled,levin_kagel_richard_1996
76.80120012654126,79.97053295181676,79.8678195865887,79.97053295181676,12,4,pooled,levin_kagel_richard_1996
177.60967755927453,166.542741318363,164.65355830499192,166.542741318363,12,4,pooled,levin_kagel_richard_1996
212.47597119311223,206.19415703211928,204.15157272178746,206.19415703211928,12,4,pooled,levin_kagel_richard_1996
193.59182221273255,199.048363791501,203.7785018911827,199.048363791501,12,4,pooled,levin_kagel_richard_1996
175.9764295157212,186.68952330866574,185.1219757585137,186.68952330866574,12,4,pooled,levin_kagel_richard_1996
210.52256154640648,206.5184436900638,211.82695439078068,206.5184436900638,12,4,pooled,levin_kagel_richard_1996
187.98009063056256,192.9218377538768,189.27631727965297,192.9218377538768,12,4,pooled,levin_kagel_richard_1996
145.8143333582882,154.60496023936122,155.00463843303442,154.60496023936122,12,4,pooled,levin_kagel_richard_1996
174.30309965858794,180.4890773719203,184.71229751527284,180.4890773719203,12,4,pooled,levin_kagel_richard_1996
75.45783905500001,85.07539414858186,90.01663898063835,85.07539414858186,12,4,pooled,levin_kagel_richard_1996
94.70668290805521,101.56342983132716,101.97897230308189,101.56342983132716,12,4,pooled,levin_kagel_richard_1996
105.43752723346478,99.9795434424897,100.59849517784113,99.9795434424897,12,4,pooled,levin_kagel_richard_1996
105.26631147535946,115.25649956060371,121.47399640310482,115.25649956060371,12,4,pooled,levin_kagel_richard_1996
177.0332628496,166.2380151685469,161.27755755854352,166.2380151685469,12,4,pooled,levin_kagel_richard_1996
85.12578677275889,93.92929371925533,83.70667579156104,93.92929371925533,12,4,pooled,levin_kagel_richard_1996
112.15006698708729,116.3480084159977,117.26429878056094,116.3480084159977,12,4,pooled,levin_kagel_richard_1996
57.273233464798935,59.45253188161702,53.65508427713724,59.45253188161702,12,4,pooled,levin_kagel_richard_1996
238.37044564732443,244.2663484001383,249.1449322819635,244.2663484001383,12,4,pooled,levin_kagel_richard_1996
97.34077104805843,100.47919407242279,95.449976895646,100.47919407242279,12,4,pooled,levin_kagel_richard_1996
218.46200837128552,211.79201854190217,208.5504778596402,211.79201854190217,12,4,pooled,levin_kagel_richard_1996
145.15099688423246,151.22133068012076,150.52323827050074,151.22133068012076,12,4,pooled,levin_kagel_richard_1996
96.62012469116166,90.87497705901627,88.83987017585959,90.87497705901627,12,4,pooled,levin_kagel_richard_1996
161.7318452690387,165.43172250265448,166.411432161986,165.43172250265448,12,4,pooled,levin_kagel_richard_1996
162.24790652396553,167.3403532629621,165.49422250064944,167.3403532629621,12,4,pooled,levin_kagel_richard_1996
165.1832517288709,155.7386619139608,156.0305758340417,155.7386619139608,12,4,pooled,levin_kagel_richard_1996
152.2443099505955,142.27016171295432,145.11194571162522,142.27016171295432,12,4,pooled,levin_kagel_richard_1996
118.51073791378074,129.90902423117757,122.93280232372446,129.90902423117757,12,4,pooled,levin_kagel_richard_1996
117.2093769568614,125.05159054588583,130.01212749516145,125.05159054588583,12,4,pooled,levin_kagel_richard_1996
167.75561490485708,167.01604668629665,166.45730947744545,167.01604668629665,12,4,pooled,levin_kagel_richard_1996
92.78190543092802,99.67398259590118,97.13324935164586,99.67398259590118,12,4,pooled,levin_kagel_richard_1996
208.5197953573922,215.6871189519483,221.00075022868455,215.6871189519483,12,4,pooled,levin_kagel_richard_1996
242.8180118204525,234.61975276852556,235.08340420615554,234.61975276852556,12,4,pooled,levin_kagel_richard_1996
223.71017196244625,219.0983983854648,223.05689906981632,219.0983983854648,12,4,pooled,levin_kagel_richard_1996
225.76996745967446,222.31271756504532,215.15073039484508,222.31271756504532,12,4,pooled,levin_kagel_richard_1996
223.26377304880626,231.87093016475816,231.25180440914096,231.87093016475816,12,4,pooled,levin_kagel_richard_1996
196.52788839952808,207.58079032173913,203.35835498193623,207.58079032173913,12,4,pooled,levin_kagel_richard_1996
95.25809864059073,89.64360699616466,92.76746046039398,89.64360699616466,12,4,pooled,levin_kagel_richard_1996
207.09684298399065,197.4337458840107,192.138897316641,197.4337458840107,12,4,pooled,levin_kagel_richard_1996
60.25796893304059,64.94312803311792,69.12129551634318,64.94312803311792,12,4,pooled,levin_kagel_richard_1996
152.999476339973,160.64684356291093,160.29134450240664,160.64684356291093,12,4,pooled,levin_kagel_richard_1996
111.39245132697809,122.35427588354594,123.40549030200475,122.35427588354594,12,4,pooled,levin_kagel_richard_1996
81.00599800323246,92.37390397390767,91.11715886476141,92.37390397390767,12,4,pooled,levin_kagel_richard_1996
61.01574418673261,71.93568767854237,80.03327763224239,71.93568767854237,12,4,pooled,levin_kagel_richard_1996
186.97729436049488,187.0462869888944,189.44029810961788,187.0462869888944,12,4,pooled,levin_kagel_richard_1996
202.68622990314233,203.66166609228512,204.86135603457143,203.66166609228512,12,4,pooled,levin_kagel_richard_1996
170.13188063960078,175.43220844963392,175.41065734339017,175.43220844963392,12,4,pooled,levin_kagel_richard_1996
138.61243559079378,144.0005901473135,146.8498387874691,144.0005901473135,12,4,pooled,levin_kagel_richard_1996
238.2244339967886,230.27704500036407,222.70290568466052,230.27704500036407,12,4,pooled,levin_kagel_richard_1996
242.6189959822982,232.1951080514734,231.87745247199308,232.1951080514734,12,4,pooled,levin_kagel_richard_1996
130.56353377307198,126.34631727522257,121.85649757886782,126.34631727522257,12,4,pooled,levin_kagel_richard_1996
179.06397250475086,182.03015622397083,179.4317176237736,182.03015622397083,12,4,pooled,levin_kagel_richard_1996
214.01925201910817,203.41312504077223,198.11972246297702,203.41312504077223,12,4,pooled,levin_kagel_richard_1996
60.9656744912515,53.72079599488618,53.676873402656895,53.72079599488618,12,4,pooled,levin_kagel_richard_1996
65.98848333059557,59.94854563029772,64.71151553690662,59.94854563029772,12,4,pooled,levin_kagel_richard_1996
143.5421719934617,135.62187820492852,133.2456270918601,135.62187820492852,12,4,pooled,levin_kagel_richard_1996
222.5601702494464,219.38348533096016,231.72982591160437,219.38348533096016,12,4,pooled,levin_kagel_richard_1996
166.77807978199834,173.61791841441604,165.52395439009737,173.61791841441604,12,4,pooled,levin_kagel_richard_1996
102.48164112825324,91.09733709950973,89.28755660216477,91.09733709950973,12,4,pooled,levin_kagel_richard_1996
98.35395421584849,100.47734118330999,103.38260185074373,100.47734118330999,12,4,pooled,levin_kagel_richard_1996
159.8870456858479,150.8813649310781,161.3071566183018,150.8813649310781,12,4,pooled,levin_kagel_richard_1996
55.86691120203069,65.21498663414732,68.8445406244365,65.21498663414732,12,4,pooled,levin_kagel_richard_1996
187.46414195770922,177.80574934034752,177.78927393719337,177.80574934034752,12,4,pooled,levin_kagel_richard_1996
100.01907146630208,95.69937295374886,102.46115764570057,95.69937295374886,12,4,pooled,levin_kagel_richard_1996
214.25270734875406,225.522343296991,220.77361115772922,225.522343296991,12,4,pooled,levin_kagel_richard_1996
216.22536378689645,212.87005517900997,210.62311024291176,212.87005517900997,12,4,pooled,levin_kagel_richard_1996
91.00957933879513,96.30465188411294,97.5694157028466,96.30465188411294,12,4,pooled,levin_kagel_richard_1996
218.5992444987149,228.27569501595758,243.7736050895672,228.27569501595758,12,4,pooled,levin_kagel_richard_1996
129.05964684775154,134.81474727510206,135.45526941222133,134.81474727510206,12,4,pooled,levin_kagel_richard_1996
70.38738636345758,76.59860009923366,87.7867460322378,76.59860009923366,12,4,pooled,levin_kagel_richard_1996
203.83387113677375,206.1569162665419,214.92151817615567,206.1569162665419,12,4,pooled,levin_kagel_richard_1996
66.42470260502336,60.154239904410595,57.83453990052273,60.154239904410595,12,4,pooled,levin_kagel_richard_1996
98.66647601451942,93.10372077588863,100.70579244553485,93.10372077588863,12,4,pooled,levin_kagel_richard_1996
185.50863930806315,188.0318587940431,183.45284516946114,188.0318587940431,12,4,pooled,levin_kagel_richard_1996
148.03928948792742,144.78354259940252,147.8420769703093,144.78354259940252,12,4,pooled,levin_kagel_richard_1996
110.0624410688376,113.14640058658573,118.84506651942465,113.14640058658573,12,4,pooled,levin_kagel_richard_1996
136.40959228812943,129.1729749552378,126.47737883566171,129.1729749552378,12,4,pooled,levin_kagel_richard_1996
221.1247328004624,229.79239689994535,226.76943102129442,229.79239689994535,12,4,pooled,levin_kagel_richard_1996
156.73164764300282,156.34884852234947,159.31144898861317,156.34884852234947,12,4,pooled,levin_kagel_richard_1996
228.32984413279968,234.50364205530616,235.9945359709209,234.50364205530616,12,4,pooled,levin_kagel_richard_1996
220.22735447827253,228.064208932131,233.06097928433294,228.064208932131,12,4,pooled,levin_kagel_richard_1996
228.6991677219382,229.4043016808801,226.65858243668097,229.4043016808801,12,4,pooled,levin_kagel_richard_1996
189.24046383565667,196.56196443703587,202.67316088852388,196.56196443703587,12,4,pooled,levin_kagel_richard_1996
61.382569386795296,53.590089323464824,61.08929781789117,53.590089323464824,12,4,pooled,levin_kagel_richard_1996
147.8835519326413,135.93380828968787,134.48553877902964,135.93380828968787,12,4,pooled,levin_kagel_richard_1996
208.90422288035114,217.7523060182705,221.50964642397943,217.7523060182705,12,4,pooled,levin_kagel_richard_1996
158.12994210651166,155.93493722660315,160.83999734601727,155.93493722660315,12,4,pooled,levin_kagel_richard_1996
