model,experiment,total_observations,total_wins,profit_mean,profit_std,profit_min,profit_max,bid_mean,bid_std,player_value_mean,player_value_min,player_value_max
gemini-2.0-flash,axis1_contingent_worstcase,126,42,3.4158730158730157,6.205190249440063,0.0,25.1,24.636507936507936,11.888573358815451,26.27777777777778,0,49
gemini-2.0-flash,axis2_forward_backward_induct,150,50,3.116,6.064774294919979,0.0,32.5,25.225333333333335,12.005391331776023,26.206666666666667,0,49
gemini-2.0-flash,axis2_forward_baseline,150,50,5.475333333333333,9.066443303933756,0.0,40.0,20.086000000000002,11.320243967774408,26.206666666666667,0,49
gemini-2.0-flash,axis2_forward_onestep,150,50,3.2413333333333334,6.12059113110682,0.0,32.0,25.828666666666663,11.648079812182,26.206666666666667,0,49
gemini-2.0-flash,axis2_forward_tree,150,50,3.2613333333333334,6.159771924073125,0.0,32.5,25.679333333333332,11.709316526266775,26.206666666666667,0,49
gemini-2.0-flash,axis3_beliefs_baseline,150,50,3.619333333333333,6.55801877786483,0.0,34.1,24.497333333333334,11.560009443963231,26.206666666666667,0,49
gemini-2.0-flash,axis3_beliefs_common_knowledge,150,50,3.7686666666666673,6.799981609397422,0.0,34.1,24.639333333333333,11.916211374103105,26.206666666666667,0,49
gemini-2.0-flash,axis3_beliefs_firstorder,126,42,3.8873015873015873,6.983122328895398,0.0,32.1,24.003174603174603,11.774113548003086,26.404761904761905,0,49
gemini-2.0-flash,axis3_beliefs_secondorder,150,50,3.529333333333333,6.343358273300126,0.0,32.1,24.901333333333334,12.120441364959932,26.206666666666667,0,49
gemini-2.0-flash,loss_aversion_WTA_WTP,150,50,3.5926666666666667,6.378909215065631,0.0,32.5,24.616,11.397345034064005,26.206666666666667,0,49
gemini-2.0-flash,loss_aversion_baseline,138,46,3.3065217391304347,6.416962085904259,0.0,34.5,25.13550724637681,11.448410470260384,25.818840579710145,0,49
gemini-2.0-flash,loss_aversion_endowment,150,50,3.5866666666666664,6.4613010789708305,0.0,32.1,24.51,11.777932670319407,26.206666666666667,0,49
gemini-2.0-flash,loss_aversion_gain_frame,150,50,3.314,6.26529837744295,0.0,32.5,25.55533333333333,11.630846147332027,26.206666666666667,0,49
gemini-2.0-flash,loss_aversion_loss_frame,126,42,3.2944444444444447,5.917408967520233,0.0,26.4,25.321428571428573,11.681120543118162,26.27777777777778,0,49
gemini-2.0-flash,loss_aversion_mixed_frame,150,50,3.44,6.308553903153502,0.0,32.5,25.066,11.543944808641735,26.206666666666667,0,49
gemini-2.0-flash,risk_averse,150,50,3.940666666666667,7.033888216711308,0.0,32.5,23.267999999999997,11.920988878399564,26.206666666666667,0,49
gemini-2.0-flash,risk_neutrality,150,50,3.2866666666666666,6.190408977681682,0.0,32.5,25.371333333333332,11.593057032752538,26.206666666666667,0,49
gemini-2.0-flash,risk_seeking,138,46,3.5666666666666664,6.722066650120469,-1.0,31.5,25.88550724637681,11.852712589370606,26.18840579710145,0,49
gemini-2.0-flash,spsb,150,50,4.924,9.019127176925549,0.0,40.1,24.457333333333334,14.639352805342321,26.086666666666666,0,49
google/gemma-3-27b-it,ascending_clock_closed,120,40,4.008333333333334,8.057040173571396,0.0,40.5,25.566666666666666,15.159090975902423,25.9,0,49
google/gemma-3-27b-it,axis1_contingent_baseline,147,49,5.414965986394558,8.574487114670884,0.0,34.5,19.233333333333334,11.467323040574682,26.34013605442177,0,49
google/gemma-3-27b-it,axis1_contingent_dominated,150,50,4.5873333333333335,7.816797406881141,0.0,31.9,21.26,11.974362994644718,26.206666666666667,0,49
google/gemma-3-27b-it,axis1_contingent_enumerate,150,50,4.773333333333333,7.905861105599382,0.0,36.9,19.940666666666665,10.514196836803205,26.206666666666667,0,49
google/gemma-3-27b-it,axis1_contingent_worstcase,135,45,5.245925925925926,8.704405840679085,0.0,33.5,20.497037037037035,11.860979174428644,26.68148148148148,0,49
google/gemma-3-27b-it,axis2_forward_backward_induct,150,50,3.0420000000000003,6.533910203724534,-15.0,33.0,23.89,10.709756888811697,26.206666666666667,0,49
google/gemma-3-27b-it,axis2_forward_baseline,150,50,3.08,6.159262136580493,-1.0,31.0,25.615333333333336,11.112492134159977,26.206666666666667,0,49
google/gemma-3-27b-it,axis2_forward_onestep,150,50,4.368,7.511881595224405,0.0,33.9,22.033333333333335,11.17155223853626,26.206666666666667,0,49
google/gemma-3-27b-it,axis2_forward_tree,150,50,3.6979999999999995,6.8275937372994555,0.0,33.8,23.870666666666665,11.941617186507143,26.206666666666667,0,49
google/gemma-3-27b-it,axis3_beliefs_baseline,150,50,4.922666666666666,8.405480368409268,0.0,32.9,20.242,11.643889834149011,26.206666666666667,0,49
google/gemma-3-27b-it,axis3_beliefs_common_knowledge,150,50,3.989333333333333,7.690211215945978,0.0,39.0,21.947333333333333,11.833604162385853,26.206666666666667,0,49
google/gemma-3-27b-it,axis3_beliefs_firstorder,132,44,5.067424242424242,8.649056747865906,-4.0,34.5,19.334090909090907,10.622522734434645,26.181818181818183,0,48
google/gemma-3-27b-it,axis3_beliefs_secondorder,150,50,5.811999999999999,9.555987757077906,0.0,37.5,18.781333333333333,11.88906997151047,26.206666666666667,0,49
google/gemma-3-27b-it,loss_aversion_WTA_WTP,138,46,5.069565217391305,8.172542678027616,0.0,38.5,20.7268115942029,11.315918249009172,26.32608695652174,3,49
google/gemma-3-27b-it,loss_aversion_baseline,129,43,5.403875968992248,8.647049741645766,0.0,34.5,18.669767441860465,11.164141849096335,25.844961240310077,0,49
google/gemma-3-27b-it,loss_aversion_endowment,150,50,5.253333333333333,9.233718968840547,-4.0,40.4,18.488666666666667,11.604416751529426,26.206666666666667,0,49
google/gemma-3-27b-it,loss_aversion_gain_frame,138,46,4.936231884057971,8.326730696487228,0.0,31.9,20.443478260869565,11.907974121042049,26.442028985507246,0,49
google/gemma-3-27b-it,loss_aversion_loss_frame,138,46,5.740579710144927,9.05784039681556,0.0,38.5,17.38840579710145,10.423857198744626,25.81159420289855,0,48
google/gemma-3-27b-it,loss_aversion_mixed_frame,150,50,4.887333333333333,8.27777242566478,0.0,31.9,19.35,10.677705243250768,26.206666666666667,0,49
google/gemma-3-27b-it,risk_averse,144,48,5.640277777777778,8.812358767955779,0.0,35.5,18.418750000000003,9.965324276563354,26.27777777777778,0,49
google/gemma-3-27b-it,risk_neutrality,138,46,4.449275362318841,7.578824190691006,0.0,29.5,21.521014492753626,11.236725845299251,26.282608695652176,0,49
google/gemma-3-27b-it,risk_seeking,150,50,2.9066666666666667,5.807200652495531,0.0,29.0,26.392,11.618525591173427,26.206666666666667,0,49
google/gemma-3-27b-it,spsb,150,50,6.644666666666667,10.954846536570972,0.0,42.5,20.812,15.15582560154443,26.086666666666666,0,49
gpt-4o,ascending_clock_closed,120,40,3.191666666666667,6.141258504769928,0.0,32.0,26.004166666666666,11.67729532856287,26.45,0,49
gpt-4o,axis1_contingent_baseline,150,50,3.858,6.870882732968257,0.0,31.9,23.567999999999998,12.17367232952231,26.206666666666667,0,49
gpt-4o,axis1_contingent_dominated,150,50,3.8086666666666673,7.092513650895793,0.0,32.1,23.262666666666668,11.974209122790999,26.206666666666667,0,49
gpt-4o,axis1_contingent_enumerate,150,50,4.035333333333333,7.235456476619559,-2.0,39.0,22.124,11.17370282848657,26.206666666666667,0,49
gpt-4o,axis1_contingent_worstcase,150,50,4.226666666666667,7.683117259793741,-2.0,39.5,22.614666666666665,12.748198381288242,26.206666666666667,0,49
gpt-4o,axis2_forward_backward_induct,150,50,3.9366666666666665,6.788288539649678,0.0,32.1,23.968666666666664,11.175189061455924,26.206666666666667,0,49
gpt-4o,axis2_forward_baseline,150,50,3.8773333333333335,6.7824303880452845,0.0,34.0,23.74866666666667,11.051676884920228,26.206666666666667,0,49
gpt-4o,axis2_forward_onestep,150,50,3.64,6.477943993989277,0.0,32.2,24.323999999999998,11.090098855170302,26.206666666666667,0,49
gpt-4o,axis2_forward_tree,150,50,3.4773333333333336,6.430236321465031,0.0,33.0,25.351333333333333,11.71829142473376,26.206666666666667,0,49
gpt-4o,axis3_beliefs_baseline,150,50,4.203333333333333,7.184878011197838,0.0,33.0,22.961333333333332,11.540740712660865,26.206666666666667,0,49
gpt-4o,axis3_beliefs_common_knowledge,150,50,3.3913333333333338,6.20591768537687,0.0,32.1,24.91133333333333,11.220813215493886,26.206666666666667,0,49
gpt-4o,axis3_beliefs_firstorder,150,50,3.974,7.120133378586321,0.0,35.0,22.941333333333333,11.272328693905497,26.206666666666667,0,49
gpt-4o,axis3_beliefs_secondorder,150,50,4.556666666666667,7.814892139363676,0.0,33.0,21.668666666666667,10.946987184227133,26.206666666666667,0,49
gpt-4o,loss_aversion_WTA_WTP,150,50,3.6566666666666667,6.626501771452969,0.0,34.1,24.432666666666666,11.752409415492265,26.206666666666667,0,49
gpt-4o,loss_aversion_baseline,150,50,3.8913333333333338,6.869052636014015,0.0,31.9,23.567999999999998,12.17367232952231,26.206666666666667,0,49
gpt-4o,loss_aversion_endowment,150,50,4.351333333333334,7.489426431804034,0.0,33.0,22.654666666666664,12.757051408001702,26.206666666666667,0,49
gpt-4o,loss_aversion_gain_frame,150,50,3.971333333333334,6.942083866652224,0.0,33.0,23.127333333333333,11.258064352960126,26.206666666666667,0,49
gpt-4o,loss_aversion_loss_frame,150,50,4.3486666666666665,7.378062318754048,0.0,33.9,21.962666666666667,10.698877484032822,26.206666666666667,0,49
gpt-4o,loss_aversion_mixed_frame,150,50,4.5553333333333335,7.71909109531735,0.0,36.5,21.718666666666667,11.189258911510375,26.206666666666667,0,49
gpt-4o,risk_averse,150,50,4.5680000000000005,7.62881608765927,0.0,35.0,21.716,11.004172972958573,26.206666666666667,0,49
gpt-4o,risk_neutrality,150,50,4.137333333333333,7.394288986757739,0.0,35.1,23.599333333333334,11.859697115017537,26.206666666666667,0,49
gpt-4o,risk_seeking,150,50,3.1140000000000003,6.537686617506597,-12.0,32.5,25.756,11.449459879995391,26.206666666666667,0,49
gpt-4o,spsb,150,50,5.083333333333333,9.485152060968069,0.0,40.5,22.804666666666666,14.48810823018262,26.086666666666666,0,49
