round,player_name,player_value,bid,is_winner,final_price,profit,experiment_name,version,model,service_name,temperature,number_agents,total_rounds,seal_clock,price_order,private_value,increment,seed_base,special_name,timestamp,repetition_id,plan,experiment
0,Bidder Betty,7,0.1,False,24.5,0.0,loss_aversion_loss_frame,V12,google/gemma-3-27b-it,openai,0.5,3,1,seal,second,private,0.1,1299,loss_aversion_loss_frame.txt,2026-02-03_22-09-27-084849,22-09-27-098667,"My value is $7. Given this is round 1 of 1, and my endowment is $49, I should bid conservatively. Bidding too high risks losing a substantial portion of my endowment for a small gain. I will bid slightly above $0 to attempt to win at the lowest possible cost, hoping the other bidders undervalue the item. A bid of $0.1 is very low risk.",loss_aversion_loss_frame
0,Bidder Charles,36,33.0,True,24.5,11.5,loss_aversion_loss_frame,V12,google/gemma-3-27b-it,openai,0.5,3,1,seal,second,private,0.1,1299,loss_aversion_loss_frame.txt,2026-02-03_22-09-27-084849,22-09-27-098667,"Given it's the final round and my value is $36, I need to bid strategically to maximize potential profit. Since the endowment is $49, I can afford to bid aggressively. I will bid slightly above what I estimate the others might bid, aiming to win while keeping the payment reasonable. I suspect others might bid conservatively. A bid of $33 should win most of the time without excessive payment.",loss_aversion_loss_frame
0,Bidder Andy,23,12.0,False,12.0,0.0,loss_aversion_loss_frame,V12,google/gemma-3-27b-it,openai,0.5,3,1,seal,second,private,0.1,1299,loss_aversion_loss_frame.txt,2026-02-03_22-09-27-084849,22-09-42-407753,"Since this is the only round, I need to maximize potential profit. My value is $23. I should bid slightly above what I expect the others to bid, but not so high that I overpay. Given the endowment of $49, I can afford to be somewhat aggressive. I'll bid $12. This is below my value, aiming to win against potentially conservative bidders, while still leaving a good profit margin if successful.",loss_aversion_loss_frame
0,Bidder Betty,18,10.0,False,12.0,0.0,loss_aversion_loss_frame,V12,google/gemma-3-27b-it,openai,0.5,3,1,seal,second,private,0.1,1299,loss_aversion_loss_frame.txt,2026-02-03_22-09-27-084849,22-09-42-407753,"Given this is the final round and my value is $18, I need to bid strategically. I want to win if the second-highest bid is low enough to make a profit. Bidding too high risks overpaying. Bidding too low risks losing to a slightly higher bid. I will bid $10. This aims to win against bids below $10 and avoids overpaying if others value the item highly. It also leaves some endowment for future (hypothetical) rounds.",loss_aversion_loss_frame
0,Bidder Charles,39,29.5,True,12.0,27.0,loss_aversion_loss_frame,V12,google/gemma-3-27b-it,openai,0.5,3,1,seal,second,private,0.1,1299,loss_aversion_loss_frame.txt,2026-02-03_22-09-27-084849,22-09-42-407753,"Given this is the final round and my value is $39, I want to win if possible, but avoid overpaying. Since the other bidders' values are unknown, a conservative approach is best. I'll bid slightly above the midpoint of possible second-highest bids, aiming to capture the prize without excessive expenditure. I'll bid $29.50, hoping to beat most reasonable bids while staying well below my value.",loss_aversion_loss_frame
0,Bidder Andy,25,24.6,False,24.6,0.0,loss_aversion_loss_frame,V12,google/gemma-3-27b-it,openai,0.5,3,1,seal,second,private,0.1,1299,loss_aversion_loss_frame.txt,2026-02-03_22-09-27-084849,22-09-42-408523,"My value is $25. Since this is the only round, I need to be somewhat aggressive to try and win, but not overpay. I will bid slightly above the midpoint of possible values (24.5). This aims to win against bidders who value the item lower, while avoiding excessive payments if others have high values. I'll bid $24.6 to try and secure the item at a reasonable price.",loss_aversion_loss_frame
0,Bidder Betty,17,8.9,False,24.6,0.0,loss_aversion_loss_frame,V12,google/gemma-3-27b-it,openai,0.5,3,1,seal,second,private,0.1,1299,loss_aversion_loss_frame.txt,2026-02-03_22-09-27-084849,22-09-42-408523,"Given this is the only round, a conservative approach is best. My value is $17. I want to win if possible, but avoid overpaying. I will bid slightly above the midpoint of 0 and my value, aiming for around $8.50. This should win against low valuations and avoid excessive payments if others value the item highly. The goal is to maximize potential profit while minimizing risk.",loss_aversion_loss_frame
0,Bidder Charles,39,34.5,True,24.6,14.4,loss_aversion_loss_frame,V12,google/gemma-3-27b-it,openai,0.5,3,1,seal,second,private,0.1,1299,loss_aversion_loss_frame.txt,2026-02-03_22-09-27-084849,22-09-42-408523,"Given this is the final round and my value is $39, I want to win if possible, but avoid overpaying. Since the values are randomly drawn, I'll bid slightly above the midpoint of possible second-highest bids to increase my chances of winning without excessive payment. I'll aim for a bid that secures a win against bids likely to be around $20-$30, but doesn't exceed $35.",loss_aversion_loss_frame
0,Bidder Andy,10,6.5,False,17.0,0.0,loss_aversion_loss_frame,V12,google/gemma-3-27b-it,openai,0.5,3,1,seal,second,private,0.1,1299,loss_aversion_loss_frame.txt,2026-02-03_22-09-27-084849,22-09-42-442741,"My value is $10. Since this is the only round, I need to be cautious. Bidding too high risks losing money, while bidding too low risks losing the item. Given the endowment of $49, I will bid slightly above the midpoint of my value and $0, aiming to win against potentially conservative bids. I'll bid $6.50 to try and secure a win without overpaying.",loss_aversion_loss_frame
0,Bidder Betty,30,24.5,True,17.0,13.0,loss_aversion_loss_frame,V12,google/gemma-3-27b-it,openai,0.5,3,1,seal,second,private,0.1,1299,loss_aversion_loss_frame.txt,2026-02-03_22-09-27-084849,22-09-42-442741,"Since this is the only round, and my value is $30, I need to bid strategically to maximize potential profit. I'll aim to win at a reasonable price. Bidding too low risks losing to a higher value, while bidding too high risks overpaying. Given the endowment of $49, I will bid slightly above the midpoint of my value and the endowment, aiming for $24.50. This should win against lower values and avoid excessive payment.",loss_aversion_loss_frame
0,Bidder Charles,25,17.0,False,17.0,0.0,loss_aversion_loss_frame,V12,google/gemma-3-27b-it,openai,0.5,3,1,seal,second,private,0.1,1299,loss_aversion_loss_frame.txt,2026-02-03_22-09-27-084849,22-09-42-442741,"My value is $25. Since this is a single round game, I need to balance the potential gain with the risk of overpaying. I'll bid slightly above the midpoint of possible values, aiming to win against conservative bidders, but avoid escalating into a bidding war. Given my $49 endowment, I can afford to bid aggressively up to $49. A bid of $17 should secure a win against many possible bids while leaving a comfortable margin.",loss_aversion_loss_frame
0,Bidder Andy,30,24.5,False,24.5,0.0,loss_aversion_loss_frame,V12,google/gemma-3-27b-it,openai,0.5,3,1,seal,second,private,0.1,1299,loss_aversion_loss_frame.txt,2026-02-03_22-09-27-084849,22-09-42-677872,"My value is $30. Since this is the only round, I need to bid aggressively enough to win if the prize is worth it, but not so high I overpay. Given my endowment of $49, I can afford to bid quite high. I will bid slightly above the midpoint of my value and the endowment, aiming for $24.50. This balances winning probability with potential profit.",loss_aversion_loss_frame
0,Bidder Betty,35,27.5,True,24.5,10.5,loss_aversion_loss_frame,V12,google/gemma-3-27b-it,openai,0.5,3,1,seal,second,private,0.1,1299,loss_aversion_loss_frame.txt,2026-02-03_22-09-27-084849,22-09-42-677872,"My value is $35. Since this is round 1 of 1, I need to balance winning with not overpaying. I'll bid slightly above the midpoint of possible values (24.5), aiming to win against potentially conservative bidders. A bid of $27.5 should be competitive without being excessively high, preserving a good portion of my endowment. I'm prioritizing a reasonable profit over maximizing the chance of winning at any cost.",loss_aversion_loss_frame
0,Bidder Charles,6,0.1,False,24.5,0.0,loss_aversion_loss_frame,V12,google/gemma-3-27b-it,openai,0.5,3,1,seal,second,private,0.1,1299,loss_aversion_loss_frame.txt,2026-02-03_22-09-27-084849,22-09-42-677872,"My value is $6. Given this is round 1 of 1, and my value is low, I want to avoid overpaying. I will bid slightly above $0 to attempt to win if the other bidders also have low values. A bid of $0.1 maximizes my chance of winning with a minimal payment. If I win, my profit will be $6 - $0.1 = $5.9. If I lose, I only lose $0.1.",loss_aversion_loss_frame
0,Bidder Andy,36,18.0,False,18.0,0.0,loss_aversion_loss_frame,V12,google/gemma-3-27b-it,openai,0.5,3,1,seal,second,private,0.1,1299,loss_aversion_loss_frame.txt,2026-02-03_22-09-27-084849,22-10-01-508288,"Since this is the only round, a conservative approach is best. My value is $36. I want to win if possible, but avoid overpaying. I'll bid slightly above the midpoint of my value and zero, aiming for around $18. This should win against low valuations while not being excessive if others value the item highly. It also protects my endowment.",loss_aversion_loss_frame
0,Bidder Betty,8,1.1,False,18.0,0.0,loss_aversion_loss_frame,V12,google/gemma-3-27b-it,openai,0.5,3,1,seal,second,private,0.1,1299,loss_aversion_loss_frame.txt,2026-02-03_22-09-27-084849,22-10-01-508288,"My value is $8. Given this is round 1 of 1 and I have a $49 endowment, I want to avoid overpaying. I'll bid slightly above what I expect the others to bid, but conservatively. Since values are 0-49, a very high bid is unlikely to be profitable. I'll bid $1.10, hoping to win against potentially low values from Andy and Charles, while minimizing my payment.",loss_aversion_loss_frame
0,Bidder Charles,44,27.0,True,18.0,26.0,loss_aversion_loss_frame,V12,google/gemma-3-27b-it,openai,0.5,3,1,seal,second,private,0.1,1299,loss_aversion_loss_frame.txt,2026-02-03_22-09-27-084849,22-10-01-508288,"My value is $44. Given this is round 1 of 1 and I have an endowment of $49, I want to win if my value exceeds the likely second-highest bid by a comfortable margin. I'll bid slightly above the midpoint of my value and zero, aiming for around $27. This minimizes risk while still giving me a good chance to win against potentially conservative bidders.",loss_aversion_loss_frame
0,Bidder Andy,31,16.0,False,16.0,0.0,loss_aversion_loss_frame,V12,google/gemma-3-27b-it,openai,0.5,3,1,seal,second,private,0.1,1299,loss_aversion_loss_frame.txt,2026-02-03_22-09-27-084849,22-10-01-789570,"Since this is the only round, a conservative approach is best. My value is $31. I want to win if possible, but avoid overpaying. I'll bid slightly above the midpoint of my value and zero, aiming to capture the prize if the other bidders are conservative too. A bid of $16 should be competitive without being excessively high. This minimizes potential losses while offering a good chance of winning.",loss_aversion_loss_frame
0,Bidder Betty,37,27.5,True,16.0,21.0,loss_aversion_loss_frame,V12,google/gemma-3-27b-it,openai,0.5,3,1,seal,second,private,0.1,1299,loss_aversion_loss_frame.txt,2026-02-03_22-09-27-084849,22-10-01-789570,"My value is $37. Since this is the only round, I need to balance winning with avoiding overpaying. I'll bid slightly above the midpoint of possible values, aiming to win against conservative bidders, but not get into a bidding war. I will bid $27.50. This is a reasonable amount to win without overspending, given my value.",loss_aversion_loss_frame
0,Bidder Charles,11,1.1,False,16.0,0.0,loss_aversion_loss_frame,V12,google/gemma-3-27b-it,openai,0.5,3,1,seal,second,private,0.1,1299,loss_aversion_loss_frame.txt,2026-02-03_22-09-27-084849,22-10-01-789570,"My value is $11. Given this is round 1 of 1, and my endowment is $49, I want to avoid overpaying. I'll bid slightly above what I think the other bidders might reasonably offer, aiming to win at a low cost. I'll assume others will also bid conservatively in the first round. A bid of $1.10 should be enough to win against conservative bidders, while minimizing my payment.",loss_aversion_loss_frame
0,Bidder Andy,31,25.5,False,25.5,0.0,loss_aversion_loss_frame,V12,google/gemma-3-27b-it,openai,0.5,3,1,seal,second,private,0.1,1299,loss_aversion_loss_frame.txt,2026-02-03_22-09-27-084849,22-10-01-906767,"Given this is the final round and my value is $31, I want to win if possible, but avoid overpaying. Since the values are randomly drawn, I'll bid slightly above the midpoint of possible values to increase my chances of winning without getting into a bidding war. I'll bid $25.50. This is a conservative bid, aiming for a reasonable profit if I win, and minimizing loss if I don't.",loss_aversion_loss_frame
0,Bidder Betty,31,25.5,False,25.5,0.0,loss_aversion_loss_frame,V12,google/gemma-3-27b-it,openai,0.5,3,1,seal,second,private,0.1,1299,loss_aversion_loss_frame.txt,2026-02-03_22-09-27-084849,22-10-01-906767,"Since this is the only round, I need to maximize my expected profit. My value is $31. I'll bid slightly above what I expect the second highest bid to be, but cautiously, as I don't want to overpay. Given the endowment of $49, I'm willing to risk a bid in the $20s. I will bid $25.50, hoping to win against bids likely to be lower, while still keeping the payment reasonable.",loss_aversion_loss_frame
0,Bidder Charles,46,35.1,True,25.5,20.5,loss_aversion_loss_frame,V12,google/gemma-3-27b-it,openai,0.5,3,1,seal,second,private,0.1,1299,loss_aversion_loss_frame.txt,2026-02-03_22-09-27-084849,22-10-01-906767,"Given my value of $46 and a $49 endowment, I want to win if the potential profit is reasonable. I'll bid slightly above what I estimate the others might bid, aiming to capture the prize without overpaying. Since this is round 1, I have no historical data. I'll assume a conservative estimate of other bidders bidding around $30. Therefore, I will bid $35.1 to increase my chances of winning without excessive risk.",loss_aversion_loss_frame
0,Bidder Andy,15,8.5,False,28.0,0.0,loss_aversion_loss_frame,V12,google/gemma-3-27b-it,openai,0.5,3,1,seal,second,private,0.1,1299,loss_aversion_loss_frame.txt,2026-02-03_22-09-27-084849,22-10-02-102569,"My value is $15. Given this is the only round, I want to win if my value exceeds the likely second-highest bid. I will bid slightly above what I estimate the other bidders will offer, but conservatively to avoid overpaying. Since values are 0-49, and we start with $49, I anticipate others may bid aggressively. I’ll bid $8.50, aiming to win against lower values while minimizing potential loss if outbid.",loss_aversion_loss_frame
0,Bidder Betty,36,28.0,False,28.0,0.0,loss_aversion_loss_frame,V12,google/gemma-3-27b-it,openai,0.5,3,1,seal,second,private,0.1,1299,loss_aversion_loss_frame.txt,2026-02-03_22-09-27-084849,22-10-02-102569,"Given it's a single round and my value is $36, I need to balance winning with avoiding overpaying. I'll bid slightly above what I estimate the others might bid, aiming to win at a reasonable price. Assuming others bid randomly, a bid around $25-$30 should secure a win if the others bid lower, while still keeping the payment reasonable. I will bid $28.",loss_aversion_loss_frame
0,Bidder Charles,42,30.0,True,28.0,14.0,loss_aversion_loss_frame,V12,google/gemma-3-27b-it,openai,0.5,3,1,seal,second,private,0.1,1299,loss_aversion_loss_frame.txt,2026-02-03_22-09-27-084849,22-10-02-102569,"Given this is the only round, and my value is $42, I need to bid aggressively to win, but avoid overpaying. I'll assume the other bidders will bid somewhat rationally. A bid slightly above the midpoint of possible values (around $24.5) seems reasonable, but I want to increase my chances of winning. I'll bid $30. This is high enough to likely win against a conservative bidder, but low enough to avoid paying too much if another bidder is also aggressive.",loss_aversion_loss_frame
0,Bidder Andy,9,9.1,False,10.1,0.0,loss_aversion_loss_frame,V12,google/gemma-3-27b-it,openai,0.5,3,1,seal,second,private,0.1,1299,loss_aversion_loss_frame.txt,2026-02-03_22-09-27-084849,22-10-16-048107,"My value is $9. Since this is the only round, I need to be conservative. Bidding too high risks losing money, as my value is low. I will bid slightly above my value, hoping to win against potentially low bids from Betty and Charles, but minimizing potential loss. I'll bid $9.10 to increase my chances without overpaying significantly.",loss_aversion_loss_frame
0,Bidder Betty,20,10.1,True,10.1,9.9,loss_aversion_loss_frame,V12,google/gemma-3-27b-it,openai,0.5,3,1,seal,second,private,0.1,1299,loss_aversion_loss_frame.txt,2026-02-03_22-09-27-084849,22-10-16-048107,"Given my value is $20 and this is the only round, I want to win if possible, but avoid overpaying. I'll bid slightly above what I estimate the others might bid, aiming for a small profit. Since values are randomly distributed, a conservative approach is best. I'll bid $10.10. This is high enough to potentially win against low valuations, but low enough to avoid large losses if others bid aggressively.",loss_aversion_loss_frame
0,Bidder Charles,20,10.1,False,10.1,0.0,loss_aversion_loss_frame,V12,google/gemma-3-27b-it,openai,0.5,3,1,seal,second,private,0.1,1299,loss_aversion_loss_frame.txt,2026-02-03_22-09-27-084849,22-10-16-048107,"Given my value of $20 and a starting endowment of $49, I need to bid strategically to maximize profit. Since it's round 1, there's no history to learn from. I want to win if possible, but avoid overpaying. A bid slightly above the midpoint of the possible range (0-49) seems reasonable. I'll bid $10.1, hoping to win against potentially conservative bidders, while keeping the payment low.",loss_aversion_loss_frame
0,Bidder Andy,35,25.5,False,25.5,0.0,loss_aversion_loss_frame,V12,google/gemma-3-27b-it,openai,0.5,3,1,seal,second,private,0.1,1299,loss_aversion_loss_frame.txt,2026-02-03_22-09-27-084849,22-10-16-361265,"My value is $35. Since this is a single-round game, I want to win if my value exceeds the likely second-highest bid. I'll bid slightly above what I estimate the others might bid, aiming to secure the item without overpaying. Considering the endowment of $49, I'm willing to risk a bid up to $35. I'll bid $25.50. This is a conservative bid, but it balances the chance of winning with minimizing potential loss.",loss_aversion_loss_frame
0,Bidder Betty,32,22.0,False,25.5,0.0,loss_aversion_loss_frame,V12,google/gemma-3-27b-it,openai,0.5,3,1,seal,second,private,0.1,1299,loss_aversion_loss_frame.txt,2026-02-03_22-09-27-084849,22-10-16-361265,"Given this is the final round and my value is $32, I need to balance winning with avoiding overpaying. Since the other bidders' values are unknown, a conservative approach is best. I will bid slightly above the midpoint of possible second-highest bids, aiming to win against likely lower values while minimizing potential loss. I will bid $22.",loss_aversion_loss_frame
0,Bidder Charles,48,42.0,True,25.5,22.5,loss_aversion_loss_frame,V12,google/gemma-3-27b-it,openai,0.5,3,1,seal,second,private,0.1,1299,loss_aversion_loss_frame.txt,2026-02-03_22-09-27-084849,22-10-16-361265,"My value is $48. Given this is the only round, I want to win if my value exceeds the likely second-highest bid by a comfortable margin. I'll bid slightly above what I estimate the others will bid, aiming for a profit. Since values are 0-49, a bid around $40-$44 should be sufficient to win against reasonable opponents, while leaving a good profit margin. I will bid $42.",loss_aversion_loss_frame
0,Bidder Andy,39,35.5,True,20.5,18.5,loss_aversion_loss_frame,V12,google/gemma-3-27b-it,openai,0.5,3,1,seal,second,private,0.1,1299,loss_aversion_loss_frame.txt,2026-02-03_22-09-27-084849,22-10-16-979507,"My value is $39. Given this is the only round, I want to win if my value exceeds the likely second-highest bid by enough to make a profit. I will bid slightly above what I estimate the other bidders will offer, aiming to secure the prize without overpaying. Since values are between $0-$49, and it's the first round, I'll assume other bidders are somewhat conservative. I'll bid $35.50, hoping to win against bids likely below that.",loss_aversion_loss_frame
0,Bidder Betty,27,20.5,False,20.5,0.0,loss_aversion_loss_frame,V12,google/gemma-3-27b-it,openai,0.5,3,1,seal,second,private,0.1,1299,loss_aversion_loss_frame.txt,2026-02-03_22-09-27-084849,22-10-16-979507,"My value is $27. Since this is round 1 and there's only one round, I need to balance winning with avoiding overpaying. I'll bid slightly above the midpoint of possible second-highest bids, aiming for a profit if I win. Given the endowment of $49, I can afford to be relatively aggressive. I'll bid $20.50, hoping to win against bids likely below $27 but minimizing my payment.",loss_aversion_loss_frame
0,Bidder Charles,13,10.1,False,20.5,0.0,loss_aversion_loss_frame,V12,google/gemma-3-27b-it,openai,0.5,3,1,seal,second,private,0.1,1299,loss_aversion_loss_frame.txt,2026-02-03_22-09-27-084849,22-10-16-979507,"My value is $13. Since this is the only round, I want to win if my value exceeds the expected second-highest bid by enough to cover the cost. I'll bid slightly above what I estimate the other bidders will offer, but conservatively to avoid overpaying. Given the endowment of $49, I will bid $10.1. This allows me to win against bids up to $10, and still profit if I win.",loss_aversion_loss_frame
0,Bidder Andy,25,24.6,True,16.0,9.0,loss_aversion_loss_frame,V12,google/gemma-3-27b-it,openai,0.5,3,1,seal,second,private,0.1,1299,loss_aversion_loss_frame.txt,2026-02-03_22-09-27-084849,22-10-17-397630,"My value is $25. Since this is the only round, I need to be somewhat aggressive to try and win, but not overpay. I will bid slightly above the midpoint of possible values (24.5). This aims to win against bidders who value the item lower, while avoiding excessive payments if others have high values. I'll bid $24.6 to try and secure the item at a reasonable price.",loss_aversion_loss_frame
0,Bidder Betty,3,0.1,False,16.0,0.0,loss_aversion_loss_frame,V12,google/gemma-3-27b-it,openai,0.5,3,1,seal,second,private,0.1,1299,loss_aversion_loss_frame.txt,2026-02-03_22-09-27-084849,22-10-17-397630,"My value is $3. Given the low value, I should bid very conservatively. My goal is to win only if the second-highest bid is extremely low. I will bid $0.10. This minimizes my risk of overpaying and losing money, given my low valuation. If I win, it's likely because the other bidders also had low values.",loss_aversion_loss_frame
0,Bidder Charles,26,16.0,False,16.0,0.0,loss_aversion_loss_frame,V12,google/gemma-3-27b-it,openai,0.5,3,1,seal,second,private,0.1,1299,loss_aversion_loss_frame.txt,2026-02-03_22-09-27-084849,22-10-17-397630,"Given it's the only round and my value is $26, I want to win if possible, but avoid overpaying. Since the values are randomly drawn, I'll bid slightly above the midpoint of possible opponent values to increase my chances of winning without excessive cost. I'll bid $16, aiming to win against bidders who value the item lower, while avoiding high payments if others value it significantly more.",loss_aversion_loss_frame
0,Bidder Andy,24,12.1,False,12.1,0.0,loss_aversion_loss_frame,V12,google/gemma-3-27b-it,openai,0.5,3,1,seal,second,private,0.1,1299,loss_aversion_loss_frame.txt,2026-02-03_22-09-27-084849,22-10-31-879002,"Since this is a single round game, and my value is $24, I want to win if possible, but avoid overpaying. I'll bid slightly above the midpoint of my value and zero, aiming for around $12. This should win against very low values and discourage overly aggressive bids from others. I'm prioritizing a reasonable chance of winning without getting into a bidding war that eats into my potential profit.",loss_aversion_loss_frame
0,Bidder Betty,16,8.5,False,12.1,0.0,loss_aversion_loss_frame,V12,google/gemma-3-27b-it,openai,0.5,3,1,seal,second,private,0.1,1299,loss_aversion_loss_frame.txt,2026-02-03_22-09-27-084849,22-10-31-879002,"My value is $16. Since this is a single round, I need to balance risk and reward. Bidding too low guarantees a loss. Bidding too high risks overpaying. Given the endowment of $49, I will bid slightly above what I estimate the others might bid, aiming to win at a reasonable price. I'll bid $8.50, hoping to win against conservative bidders while minimizing potential loss.",loss_aversion_loss_frame
0,Bidder Charles,24,14.5,True,12.1,11.9,loss_aversion_loss_frame,V12,google/gemma-3-27b-it,openai,0.5,3,1,seal,second,private,0.1,1299,loss_aversion_loss_frame.txt,2026-02-03_22-09-27-084849,22-10-31-879002,"Given this is the only round, and my value is $24, I need to balance winning with not overpaying. Since the other bidders' values are unknown, a conservative approach is best. I'll bid slightly above the midpoint of possible values, aiming to win against lower values but avoid getting significantly outbid. I want to win if the second highest value is below $20. A bid of $14.5 should achieve this.",loss_aversion_loss_frame
0,Bidder Andy,13,6.5,False,8.5,0.0,loss_aversion_loss_frame,V12,google/gemma-3-27b-it,openai,0.5,3,1,seal,second,private,0.1,1299,loss_aversion_loss_frame.txt,2026-02-03_22-09-27-084849,22-10-31-880328,"My value is $13. Since this is round 1 and there's only one round, I need to be conservative. I want to win if possible, but not overpay. Given the endowment of $49, I should bid slightly above what I expect the others to bid, but below my value. I'll bid $6.50, aiming to win against potentially low bids while minimizing my payment. This balances the risk of losing with the potential for a small profit.",loss_aversion_loss_frame
0,Bidder Betty,15,8.5,False,8.5,0.0,loss_aversion_loss_frame,V12,google/gemma-3-27b-it,openai,0.5,3,1,seal,second,private,0.1,1299,loss_aversion_loss_frame.txt,2026-02-03_22-09-27-084849,22-10-31-880328,"My value is $15. Since this is a single round, I need to balance the potential gain with the risk of overpaying. Given the endowment of $49, I can afford to be somewhat aggressive. I'll bid slightly above what I estimate the others might bid, aiming to win at a reasonable price. I'll assume others will bid conservatively, aiming for around half their value. Thus, I'll bid $8.50, hoping to win against bids likely to be under $7.50.",loss_aversion_loss_frame
