variant,model_folder,model_label,condition,condition_folder,mechanism_type,n_markets,n_students,mean_tau_pct,se_naive_pct,se_boot_pct,ci95_lo_pct,ci95_hi_pct,mean_tau_tierobust_pct,truthful_rate_pct,n_decisions_total,n_decisions_informative,n_yesno_decisions,n_pick_decisions,n_misreports,misreport_rate_pct,n_truthfulYES_nodes,type1_false_rejections,type1_rate_pct,n_truthfulNO_nodes,type2_false_acceptances,type2_rate_pct,rule3_upper_misreport_pct,rule3_upper_type1_pct,rule3_upper_type2_pct,n_parse_errors,note
da,gemini,Gemini 2.0 Flash,direct_null,direct_null,direct,50,200,2.08333,0.456627,0.469144,1.25,3,2.08333,89.5,,,,,,,,,,,,,,,,0,
da,gemini,Gemini 2.0 Flash,direct_textbook_sp,direct_textbook_sp,direct,50,200,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,0,
da,gemini,Gemini 2.0 Flash,intervention_risk_averse,intervention_risk_averse,direct,50,200,16.6667,1.18147,1.08042,14.5812,18.75,16.1667,37,,,,,,,,,,,,,,,,0,
da,gemini,Gemini 2.0 Flash,intervention_risk_neutral,intervention_risk_neutral,direct,50,200,3.33333,0.501255,0.510625,2.33333,4.41667,3.33333,81,,,,,,,,,,,,,,,,0,
da,gemini,Gemini 2.0 Flash,intervention_risk_seeking,intervention_risk_seeking,direct,46,184,2.44565,0.45448,0.385385,1.72101,3.26087,2.35507,85.8696,,,,,,,,,,,,,,,,0,
da,gemini,Gemini 2.0 Flash,loss_aversion_WTA_WTP,loss_aversion_WTA_WTP,direct,50,200,3,0.538314,0.531315,2,4.08333,3,84,,,,,,,,,,,,,,,,0,
da,gemini,Gemini 2.0 Flash,loss_aversion_endowment,loss_aversion_endowment,direct,46,184,1.90217,0.48576,0.442282,1.08696,2.80797,1.90217,91.3043,,,,,,,,,,,,,,,,0,
da,gemini,Gemini 2.0 Flash,loss_aversion_gain_frame,loss_aversion_gain_frame,direct,50,200,3.16667,0.559048,0.447413,2.33333,4.08333,3.08333,84.5,,,,,,,,,,,,,,,,0,
da,gemini,Gemini 2.0 Flash,loss_aversion_loss_frame,loss_aversion_loss_frame,direct,49,196,7.22789,0.894688,0.854816,5.61224,9.01361,6.97279,68.3673,,,,,,,,,,,,,,,,0,
da,gemini,Gemini 2.0 Flash,loss_aversion_mixed_frame,loss_aversion_mixed_frame,NA,0,0,,,,,,,,,,,,,,,,,,,,,,,0,no raw_data JSON files in this condition directory (cell not run / lost)
da,gemini,Gemini 2.0 Flash,osp_baseline,osp_baseline,osp,49,196,0,0,0,0,0,0,94.898,375,351,0,375,0,0,,,,,,,0.854701,,,0,
da,gemini,Gemini 2.0 Flash,osp_yesno,osp_yesno,osp,30,120,1.66667,0.636087,0.688919,0.555556,3.19444,1.66667,73.3333,218,209,0,218,30,14.3541,,,,,,,,,,0,
da,gemini,Gemini 2.0 Flash,osp_yesno_fixed,osp_yesno_fixed,osp,37,148,0,0,0,0,0,0,99.3243,216,179,122,94,0,0,54,0,0,68,0,0,1.67598,5.55556,4.41176,0,
da,gemma,Gemma 3 27B,axis1_backward_induct,axis1_backward_induct,direct,61,244,2.59563,0.649635,0.647301,1.43443,3.96175,2.45902,93.0328,,,,,,,,,,,,,,,,0,
da,gemma,Gemma 3 27B,axis1_dominated,axis1_dominated,direct,44,176,16.0985,1.36896,1.28531,13.7311,18.6553,15.7197,42.6136,,,,,,,,,,,,,,,,0,
da,gemma,Gemma 3 27B,axis1_enumerate,axis1_enumerate,direct,50,200,23.25,1.27739,1.23107,20.8333,25.6667,22.0833,17.5,,,,,,,,,,,,,,,,0,
da,gemma,Gemma 3 27B,axis1_onestep,axis1_onestep,direct,50,200,2.33333,0.409954,0.381064,1.66667,3.16667,2.33333,86,,,,,,,,,,,,,,,,0,
da,gemma,Gemma 3 27B,axis1_tree,axis1_tree,direct,50,200,1.33333,0.477875,0.49878,0.5,2.41667,1.25,95,,,,,,,,,,,,,,,,0,
da,gemma,Gemma 3 27B,axis1_worstcase,axis1_worstcase,direct,50,200,2.33333,0.473178,0.463283,1.5,3.25,2.25,88,,,,,,,,,,,,,,,,0,
da,gemma,Gemma 3 27B,axis2_0step,axis2_0step,direct,50,200,5.41667,0.809435,0.781282,4,7,5.33333,77.5,,,,,,,,,,,,,,,,0,
da,gemma,Gemma 3 27B,axis2_1step,axis2_1step,direct,46,184,12.6812,1.08795,1.14478,10.5072,14.8573,12.1377,45.6522,,,,,,,,,,,,,,,,0,
da,gemma,Gemma 3 27B,axis2_2step,axis2_2step,direct,50,200,5.66667,0.662466,0.642914,4.58333,7,5.58333,70.5,,,,,,,,,,,,,,,,0,
da,gemma,Gemma 3 27B,axis2_fullsim,axis2_fullsim,direct,50,200,1.08333,0.410592,0.396154,0.416667,1.91667,1,95.5,,,,,,,,,,,,,,,,0,
da,gemma,Gemma 3 27B,axis2_monotonic_options,axis2_monotonic_options,direct,50,200,1.25,0.424959,0.399557,0.5,2.08333,1.25,95.5,,,,,,,,,,,,,,,,0,
da,gemma,Gemma 3 27B,axis2_monotonic_outcome,axis2_monotonic_outcome,direct,50,200,1.66667,0.541417,0.504171,0.83125,2.75,1.58333,94,,,,,,,,,,,,,,,,0,
da,gemma,Gemma 3 27B,axis2_monotonic_safety,axis2_monotonic_safety,direct,50,200,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,0,
da,gemma,Gemma 3 27B,axis3_common_knowledge,axis3_common_knowledge,direct,50,200,13.6667,1.20926,1.24724,11.25,16.1667,13.0833,50.5,,,,,,,,,,,,,,,,0,
da,gemma,Gemma 3 27B,axis3_firstorder,axis3_firstorder,direct,46,184,3.89493,0.67329,0.669176,2.71739,5.3442,3.62319,82.0652,,,,,,,,,,,,,,,,0,
da,gemma,Gemma 3 27B,axis3_secondorder,axis3_secondorder,direct,46,184,14.3116,1.25304,1.13497,12.0471,16.5761,13.587,44.0217,,,,,,,,,,,,,,,,0,
da,gemma,Gemma 3 27B,direct_baseline,direct_baseline,direct,50,200,2.58333,0.669357,0.662559,1.41667,4,2.58333,91,,,,,,,,,,,,,,,,0,
da,gemma,Gemma 3 27B,direct_menu_mechanics,direct_menu_mechanics,direct,50,200,13.75,1.25835,1.42546,11,16.6667,13.3333,50.5,,,,,,,,,,,,,,,,0,
da,gemma,Gemma 3 27B,direct_menu_property,direct_menu_property,direct,50,200,4.25,0.915143,0.875414,2.58333,6.08333,4.25,89,,,,,,,,,,,,,,,,0,
da,gemma,Gemma 3 27B,direct_null,direct_null,direct,50,200,7,0.917903,0.977008,5.16667,8.91667,6.83333,71,,,,,,,,,,,,,,,,0,
da,gemma,Gemma 3 27B,direct_textbook_sp,direct_textbook_sp,direct,50,200,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,0,
da,gemma,Gemma 3 27B,intervention_risk_averse,intervention_risk_averse,direct,50,200,17.5833,1.18263,1.21581,15.1667,20.0021,16.75,28,,,,,,,,,,,,,,,,0,
da,gemma,Gemma 3 27B,intervention_risk_neutral,intervention_risk_neutral,direct,50,200,12,1.1765,1.13788,9.91667,14.3333,11.5833,55,,,,,,,,,,,,,,,,0,
da,gemma,Gemma 3 27B,intervention_risk_seeking,intervention_risk_seeking,direct,46,184,9.60145,0.939234,1.23673,7.33696,12.2283,9.05797,55.4348,,,,,,,,,,,,,,,,0,
da,gemma,Gemma 3 27B,loss_aversion_WTA_WTP,loss_aversion_WTA_WTP,direct,46,184,16.3043,1.19088,1.07981,14.1304,18.4783,15.5797,36.413,,,,,,,,,,,,,,,,0,
da,gemma,Gemma 3 27B,loss_aversion_endowment,loss_aversion_endowment,direct,46,184,5.52536,1.03868,1.0423,3.62092,7.69928,5.52536,82.0652,,,,,,,,,,,,,,,,0,
da,gemma,Gemma 3 27B,loss_aversion_gain_frame,loss_aversion_gain_frame,direct,50,200,4.08333,0.641675,0.654456,2.83333,5.33333,3.83333,81,,,,,,,,,,,,,,,,0,
da,gemma,Gemma 3 27B,loss_aversion_loss_frame,loss_aversion_loss_frame,direct,50,200,7.58333,0.735909,0.618792,6.41667,8.83333,7.33333,59,,,,,,,,,,,,,,,,0,
da,gemma,Gemma 3 27B,loss_aversion_mixed_frame,loss_aversion_mixed_frame,direct,50,200,17.75,1.22826,1.15277,15.5,20,17.0833,33,,,,,,,,,,,,,,,,0,
da,gemma,Gemma 3 27B,osp_baseline,osp_baseline,osp,45,180,0,0,0,0,0,0,89.4444,344,322,0,344,5,1.5528,,,,,,,,,,0,
da,gemma,Gemma 3 27B,osp_yesno,osp_yesno,osp,44,176,4.16667,1.40539,1.28999,1.79924,6.91288,3.97727,74.4318,311,300,0,311,39,13,,,,,,,,,,0,
da,gemma,Gemma 3 27B,osp_yesno_fixed,osp_yesno_fixed,osp,43,172,0,0,0,0,0,0,97.6744,253,210,139,114,3,1.42857,62,3,4.83871,77,0,0,,,3.8961,0,
da,gpt4o,GPT-4o,axis1_backward_induct,axis1_backward_induct,direct,50,200,0.416667,0.184457,0.177131,0.0833333,0.75,0.416667,97.5,,,,,,,,,,,,,,,,0,
da,gpt4o,GPT-4o,axis1_dominated,axis1_dominanted,direct,50,200,0.666667,0.259923,0.267058,0.25,1.25,0.666667,96.5,,,,,,,,,,,,,,,,0,
da,gpt4o,GPT-4o,axis1_enumerate,axis1_enumerate_gpt4o,direct,43,172,2.22868,0.549096,0.538076,1.25969,3.29457,2.22868,90.1163,,,,,,,,,,,,,,,,0,
da,gpt4o,GPT-4o,axis1_onestep,axis1_onestep,direct,50,200,3.16667,0.571396,0.568528,2.08333,4.41667,3,85,,,,,,,,,,,,,,,,0,
da,gpt4o,GPT-4o,axis1_tree,axis1_tree,direct,50,200,0.583333,0.21713,0.21324,0.25,1,0.583333,96.5,,,,,,,,,,,,,,,,0,
da,gpt4o,GPT-4o,axis1_worstcase,axis1_worstcase,direct,50,200,3.75,0.662439,0.659291,2.58333,5.16667,3.5,83,,,,,,,,,,,,,,,,0,
da,gpt4o,GPT-4o,axis2_0step,axis2_0step,direct,50,200,2.33333,0.409954,0.466794,1.5,3.33333,2.25,86,,,,,,,,,,,,,,,,0,
da,gpt4o,GPT-4o,axis2_1step,axis2_1step,direct,50,200,4.75,0.640368,0.68859,3.41667,6.16667,4.75,76,,,,,,,,,,,,,,,,0,
da,gpt4o,GPT-4o,axis2_2step,axis2_2step,direct,50,200,2.5,0.525056,0.468154,1.66667,3.41667,2.5,88.5,,,,,,,,,,,,,,,,0,
da,gpt4o,GPT-4o,axis2_fullsim,axis2_fullsim,direct,47,188,1.41844,0.538043,0.527225,0.531915,2.57092,1.32979,94.1489,,,,,,,,,,,,,,,,0,
da,gpt4o,GPT-4o,axis2_monotonic_options,axis2_monotonic_options,direct,50,200,1.25,0.514143,0.487966,0.416667,2.25,1.25,96.5,,,,,,,,,,,,,,,,0,
da,gpt4o,GPT-4o,axis2_monotonic_outcome,axis2_monotonic_outcome,direct,50,200,2,0.466044,0.414504,1.24792,2.83333,1.91667,90.5,,,,,,,,,,,,,,,,0,
da,gpt4o,GPT-4o,axis2_monotonic_safety,axis2_monotonic_safety,direct,50,200,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,0,
da,gpt4o,GPT-4o,axis3_common_knowledge,axis3_common_knowledge,direct,50,200,5.16667,0.887204,0.914837,3.41667,7.08333,5,80,,,,,,,,,,,,,,,,0,
da,gpt4o,GPT-4o,axis3_firstorder,axis3_firstorder,direct,50,200,3.58333,0.539836,0.500697,2.66667,4.58333,3.33333,80.5,,,,,,,,,,,,,,,,0,
da,gpt4o,GPT-4o,axis3_secondorder,axis3_secondorder,direct,100,400,1.66667,0.282951,0.285948,1.125,2.25,1.5,91.25,,,,,,,,,,,,,,,,0,
da,gpt4o,GPT-4o,direct_baseline,direct_baseline,direct,50,200,1,0.366827,0.345654,0.416667,1.66667,1,96,,,,,,,,,,,,,,,,0,
da,gpt4o,GPT-4o,direct_menu_mechanics,direct_menu_mechanics,direct,50,200,4.16667,0.644415,0.687309,2.91667,5.66667,4,79.5,,,,,,,,,,,,,,,,0,
da,gpt4o,GPT-4o,direct_menu_property,direct_menu_property,direct,50,200,0.333333,0.165406,0.159813,0.0833333,0.666667,0.333333,98,,,,,,,,,,,,,,,,0,
da,gpt4o,GPT-4o,direct_null,direct_null,direct,50,200,3.25,0.621788,0.532441,2.25,4.33333,3.16667,84,,,,,,,,,,,,,,,,0,
da,gpt4o,GPT-4o,direct_textbook_sp,direct_textbook_sp,direct,50,200,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,0,
da,gpt4o,GPT-4o,intervention_risk_averse,intervention_risk_averse,direct,50,200,21.25,1.48479,1.41406,18.5833,24.1667,20.9167,31,,,,,,,,,,,,,,,,0,
da,gpt4o,GPT-4o,intervention_risk_neutral,intervention_risk_neutral,direct,50,200,4.33333,0.557172,0.558079,3.25,5.5,4.25,75,,,,,,,,,,,,,,,,0,
da,gpt4o,GPT-4o,intervention_risk_seeking,intervention_risk_seeking,direct,46,184,0.724638,0.25125,0.270056,0.271739,1.26812,0.724638,95.6522,,,,,,,,,,,,,,,,0,
da,gpt4o,GPT-4o,loss_aversion_WTA_WTP,loss_aversion_WTA_WTP,direct,50,200,5.75,0.797798,0.753655,4.33333,7.25,5.41667,73.5,,,,,,,,,,,,,,,,0,
da,gpt4o,GPT-4o,loss_aversion_endowment,loss_aversion_endowment,direct,46,184,4.25725,0.661196,0.681407,2.98913,5.61594,4.25725,79.3478,,,,,,,,,,,,,,,,0,
da,gpt4o,GPT-4o,loss_aversion_gain_frame,loss_aversion_gain_frame,direct,50,200,2.25,0.4678,0.471822,1.41667,3.25,2.16667,88.5,,,,,,,,,,,,,,,,0,
da,gpt4o,GPT-4o,loss_aversion_loss_frame,loss_aversion_loss_frame,direct,50,200,2.25,0.436944,0.405627,1.5,3.08333,2.08333,87.5,,,,,,,,,,,,,,,,0,
da,gpt4o,GPT-4o,loss_aversion_mixed_frame,loss_aversion_mixed_frame,direct,50,200,1.83333,0.369669,0.315614,1.25,2.41667,1.66667,89,,,,,,,,,,,,,,,,0,
da,gpt4o,GPT-4o,osp_baseline,osp_baseline,osp,46,184,0,0,0,0,0,0,94.0217,347,325,0,347,0,0,,,,,,,0.923077,,,0,
da,gpt4o,GPT-4o,osp_yesno,osp_yesno,osp,43,172,0,0,0,0,0,0,91.2791,327,306,0,327,0,0,,,,,,,0.980392,,,0,
da,gpt4o,GPT-4o,osp_yesno_fixed,osp_yesno_fixed,osp,39,156,0,0,0,0,0,0,97.4359,227,188,126,101,0,0,55,0,0,71,0,0,1.59574,5.45455,4.22535,0,
da_cardinal,claude,Claude 3.5 Haiku,axis1_backward_induct,axis1_backward_induct,direct,50,200,8.83333,1.07579,0.987867,6.91667,10.8333,8.08333,65.5,,,,,,,,,,,,,,,,0,
da_cardinal,claude,Claude 3.5 Haiku,axis1_dominated,axis1_dominated,direct,50,200,10.1667,1.20365,1.28302,7.58333,12.6667,9.33333,62.5,,,,,,,,,,,,,,,,0,
da_cardinal,claude,Claude 3.5 Haiku,axis1_enumerate,axis1_enumerate,direct,50,200,11.1667,1.14004,1.20868,9,13.75,10.3333,55.5,,,,,,,,,,,,,,,,0,
da_cardinal,claude,Claude 3.5 Haiku,axis1_onestep,axis1_onestep,direct,50,200,10.8333,1.19176,1.28575,8.49792,13.3333,10.0833,60.5,,,,,,,,,,,,,,,,0,
da_cardinal,claude,Claude 3.5 Haiku,axis1_tree,axis1_tree,direct,50,200,8.33333,0.937762,1.18909,6.08333,10.8333,7.75,64.5,,,,,,,,,,,,,,,,0,
da_cardinal,claude,Claude 3.5 Haiku,axis1_worstcase,axis1_worstcase,direct,50,200,12.5833,1.14241,1.25084,10.25,15.0833,11.6667,52.5,,,,,,,,,,,,,,,,0,
da_cardinal,claude,Claude 3.5 Haiku,axis2_0step,axis2_0step,direct,46,184,11.6848,1.20001,1.22989,9.23687,14.0399,10.9601,53.2609,,,,,,,,,,,,,,,,0,
da_cardinal,claude,Claude 3.5 Haiku,axis2_1step,axis2_1step,direct,50,200,12.9167,1.2303,1.14942,10.5833,15.25,11.75,53.5,,,,,,,,,,,,,,,,0,
da_cardinal,claude,Claude 3.5 Haiku,axis2_2step,axis2_2step,direct,46,184,12.7717,1.26817,1.54143,9.87092,15.942,11.8659,49.4565,,,,,,,,,,,,,,,,0,
da_cardinal,claude,Claude 3.5 Haiku,axis2_fullsim,axis2_fullsim,direct,50,200,10.5833,1.0904,1.10644,8.5,12.8333,9.91667,59.5,,,,,,,,,,,,,,,,0,
da_cardinal,claude,Claude 3.5 Haiku,axis2_monotonic_options,axis2_monotonic_options,direct,50,200,12.5833,1.23064,1.26146,10.1667,15.1687,11.9167,53.5,,,,,,,,,,,,,,,,0,
da_cardinal,claude,Claude 3.5 Haiku,axis2_monotonic_outcome,axis2_monotonic_outcome,direct,50,200,11.75,1.10072,1.07999,9.66667,13.9187,10.75,52,,,,,,,,,,,,,,,,0,
da_cardinal,claude,Claude 3.5 Haiku,axis2_monotonic_safety,axis2_monotonic_safety,direct,50,200,9.83333,1.06457,1.13495,7.58333,12.1667,9.08333,60.5,,,,,,,,,,,,,,,,0,
da_cardinal,claude,Claude 3.5 Haiku,axis3_common_knowledge,axis3_common_knowledge,direct,50,200,10.1667,1.08148,1.0412,8.16667,12.3333,9.33333,59.5,,,,,,,,,,,,,,,,0,
da_cardinal,claude,Claude 3.5 Haiku,axis3_firstorder,axis3_firstorder,direct,50,200,11.6667,1.13937,1.28549,9.25,14.3333,10.75,54,,,,,,,,,,,,,,,,0,
da_cardinal,claude,Claude 3.5 Haiku,axis3_secondorder,axis3_secondorder,direct,50,200,12.75,1.06317,1.19982,10.4167,15.0833,11.8333,47.5,,,,,,,,,,,,,,,,0,
